name;year;sex;births;prop;rank;rank_change_yoy
Eli;2018;f;10;0.00027359;658;258
Eli;2019;f;5;0.00013907;1045;-387
Eli;2020;f;4;0.000112167;1200;-155
Eli;2021;f;9;0.00024061;737;463
Eli;2022;f;2;5.59E-05;1849;-1112
Elia;2000;f;7;0.000233388;596;
Elia;2001;f;4;0.000141538;746;-150
Elia;2002;f;12;0.000426091;442;304
Elia;2003;f;3;0.000107151;914;-472
Elia;2004;f;10;0.000346069;527;387
Elia;2005;f;8;0.000276788;603;-76
Elia;2006;f;9;0.000309342;581;22
Elia;2007;f;15;0.000503204;415;166
Elia;2008;f;14;0.00045789;452;-37
Elia;2009;f;12;0.000382714;523;-71
Elia;2010;f;11;0.000337734;566;-43
Elia;2011;f;16;0.000490361;429;137
Elia;2012;f;11;0.00033042;562;-133
Elia;2013;f;13;0.000386813;523;39
Elia;2014;f;11;0.000315457;592;-69
Elia;2015;f;27;0.000759323;286;306
Elia;2016;f;21;0.000576812;373;-87
Elia;2017;f;29;0.00080368;282;91
Elia;2018;f;22;0.000601899;355;-73
Elia;2019;f;22;0.00061191;362;-7
Elia;2020;f;25;0.000701046;305;57
Elia;2021;f;24;0.000641625;330;-25
Elia;2022;f;15;0.000419369;469;-139
Eliana;2000;f;7;0.000233388;596;
Eliana;2001;f;11;0.000389229;455;141
Eliana;2002;f;12;0.000426091;442;13
Eliana;2003;f;9;0.000321452;524;-82
Eliana;2004;f;18;0.000622924;357;167
Eliana;2005;f;8;0.000276788;603;-246
Eliana;2006;f;22;0.00075617;312;291
Eliana;2007;f;16;0.000536751;403;-91
Eliana;2008;f;18;0.000588716;365;38
Eliana;2009;f;32;0.001020571;228;137
Eliana;2010;f;24;0.000736874;301;-73
Eliana;2011;f;21;0.000643599;332;-31
Eliana;2012;f;29;0.000871106;252;80
Eliana;2013;f;35;0.001041419;218;34
Eliana;2014;f;48;0.001376541;158;60
Eliana;2015;f;48;0.001349907;163;-5
Eliana;2016;f;51;0.00140083;154;9
Eliana;2017;f;44;0.001219377;176;-22
Eliana;2018;f;60;0.001641542;128;48
Eliana;2019;f;48;0.001335076;156;-28
Eliana;2020;f;59;0.001654468;133;23
Eliana;2021;f;62;0.001657532;129;4
Eliana;2022;f;66;0.001845225;106;23
Eliane;2000;f;61;0.002033808;114;
Eliane;2001;f;54;0.00191076;126;-12
Eliane;2002;f;41;0.001455811;177;-51
Eliane;2003;f;44;0.001571541;162;15
Eliane;2004;f;46;0.001591916;147;15
Eliane;2005;f;27;0.000934159;261;-114
Eliane;2006;f;34;0.001168626;198;63
Eliane;2007;f;36;0.001207689;195;3
Eliane;2008;f;27;0.000883074;264;-69
Eliane;2009;f;27;0.000861107;265;-1
Eliane;2010;f;21;0.000644765;340;-75
Eliane;2011;f;24;0.000735542;298;42
Eliane;2012;f;45;0.001351717;165;133
Eliane;2013;f;34;0.001011664;223;-58
Eliane;2014;f;26;0.000745627;287;-64
Eliane;2015;f;30;0.000843692;262;25
Eliane;2016;f;28;0.000769083;282;-20
Eliane;2017;f;30;0.000831393;271;11
Eliane;2018;f;30;0.000820771;269;2
Eliane;2019;f;22;0.00061191;362;-93
Eliane;2020;f;27;0.00075713;286;76
Eliane;2021;f;22;0.000588157;350;-64
Eliane;2022;f;29;0.000810781;255;95
Eliara;2016;f;2;5.49E-05;1546;
Eliara;2022;f;2;5.59E-05;1849;
Elice;2008;f;1;3.27E-05;1459;
Elice;2011;f;1;3.06E-05;1625;
Elice;2013;f;1;2.98E-05;1733;
Elice;2015;f;2;5.62E-05;1480;
Elice;2016;f;3;8.24E-05;1335;145
Elice;2017;f;1;2.77E-05;1860;-525
Elice;2018;f;2;5.47E-05;1567;293
Elice;2019;f;1;2.78E-05;1884;-317
Elice;2020;f;1;2.80E-05;1906;-22
Elice;2022;f;3;8.39E-05;1431;
Elida;2000;f;4;0.000133364;777;
Elida;2001;f;4;0.000141538;746;31
Elida;2002;f;5;0.000177538;720;26
Elida;2004;f;2;6.92E-05;1103;
Elida;2006;f;2;6.87E-05;1168;
Elida;2007;f;5;0.000167735;835;333
Elida;2008;f;2;6.54E-05;1242;-407
Elida;2009;f;2;6.38E-05;1284;-42
Elida;2010;f;3;9.21E-05;1170;114
Elida;2011;f;2;6.13E-05;1369;-199
Elida;2012;f;3;9.01E-05;1199;170
Elida;2013;f;2;5.95E-05;1429;-230
Elida;2014;f;4;0.000114712;1117;312
Elida;2015;f;1;2.81E-05;1769;-652
Elida;2016;f;4;0.000109869;1167;602
Elida;2017;f;3;8.31E-05;1345;-178
Elida;2018;f;1;2.74E-05;1882;-537
Elida;2019;f;3;8.34E-05;1350;532
Elida;2020;f;2;5.61E-05;1612;-262
Elida;2021;f;4;0.000106938;1234;378
Elida;2022;f;2;5.59E-05;1849;-615
Elie;2000;f;1;3.33E-05;1166;
Elie;2007;f;3;0.000100641;1039;
Elie;2010;f;1;3.07E-05;1591;
Elie;2011;f;4;0.00012259;1038;553
Elie;2012;f;1;3.00E-05;1683;-645
Elie;2013;f;1;2.98E-05;1733;-50
Elie;2014;f;2;5.74E-05;1480;253
Elie;2015;f;3;8.44E-05;1277;203
Elie;2016;f;2;5.49E-05;1546;-269
Elie;2017;f;5;0.000138566;1017;529
Elie;2018;f;4;0.000109436;1183;-166
Elie;2019;f;1;2.78E-05;1884;-701
Elie;2020;f;4;0.000112167;1200;684
Elie;2021;f;2;5.35E-05;1600;-400
Elie;2022;f;4;0.000111832;1199;401
Elif;2000;f;18;0.00060014;345;
Elif;2001;f;13;0.000459998;408;-63
Elif;2002;f;15;0.000532614;388;20
Elif;2003;f;10;0.000357168;493;-105
Elif;2004;f;21;0.000726744;324;169
Elif;2005;f;18;0.000622773;350;-26
Elif;2006;f;15;0.00051557;407;-57
Elif;2007;f;15;0.000503204;415;-8
Elif;2008;f;15;0.000490597;429;-14
Elif;2009;f;21;0.00066975;330;99
Elif;2010;f;20;0.000614062;354;-24
Elif;2011;f;34;0.001042018;219;135
Elif;2012;f;22;0.000660839;326;-107
Elif;2013;f;39;0.001160438;192;134
Elif;2014;f;41;0.001175796;191;1
Elif;2015;f;43;0.001209292;180;11
Elif;2016;f;70;0.001922707;107;73
Elif;2017;f;52;0.001441082;146;-39
Elif;2018;f;32;0.000875489;248;-102
Elif;2019;f;23;0.000639724;343;-95
Elif;2020;f;38;0.00106559;207;136
Elif;2021;f;31;0.000828766;267;-60
Elif;2022;f;29;0.000810781;255;12
Elijana;2001;f;1;3.54E-05;1162;
Elijana;2004;f;1;3.46E-05;1343;
Elijana;2005;f;1;3.46E-05;1348;-5
Elijana;2007;f;1;3.35E-05;1449;
Elijana;2009;f;2;6.38E-05;1284;
Elijana;2011;f;3;9.19E-05;1188;
Elijana;2014;f;1;2.87E-05;1747;
Elijana;2015;f;1;2.81E-05;1769;-22
Elijana;2017;f;3;8.31E-05;1345;
Elijana;2018;f;4;0.000109436;1183;162
Elijana;2019;f;2;5.56E-05;1606;-423
Elijana;2020;f;1;2.80E-05;1906;-300
Elijana;2021;f;2;5.35E-05;1600;306
Elijana;2022;f;2;5.59E-05;1849;-249
Elikia;2005;f;1;3.46E-05;1348;
Elikia;2012;f;1;3.00E-05;1683;
Elikia;2013;f;1;2.98E-05;1733;-50
Elikia;2014;f;1;2.87E-05;1747;-14
Elikia;2017;f;2;5.54E-05;1568;
Elikia;2019;f;2;5.56E-05;1606;
Elikia;2020;f;2;5.61E-05;1612;-6
Elikia;2022;f;2;5.59E-05;1849;
Elim;2011;f;1;3.06E-05;1625;
Elim;2012;f;2;6.01E-05;1400;225
Elim;2013;f;5;0.000148774;967;433
Elim;2014;f;2;5.74E-05;1480;-513
Elim;2015;f;2;5.62E-05;1480;0
Elim;2016;f;5;0.000137336;1034;446
Elim;2017;f;4;0.000110852;1171;-137
Elim;2018;f;4;0.000109436;1183;-12
Elim;2019;f;3;8.34E-05;1350;-167
Elim;2020;f;6;0.000168251;931;419
Elim;2021;f;5;0.000133672;1093;-162
Elim;2022;f;5;0.00013979;1039;54
Elin;2000;f;20;0.000666822;320;
Elin;2001;f;23;0.000813842;289;31
Elin;2002;f;22;0.000781167;290;-1
Elin;2003;f;35;0.001250089;197;93
Elin;2004;f;39;0.001349668;179;18
Elin;2005;f;51;0.001764523;127;52
Elin;2006;f;57;0.001959167;115;12
Elin;2007;f;99;0.003321145;56;59
Elin;2008;f;116;0.003793949;48;8
Elin;2009;f;110;0.003508212;51;-3
Elin;2010;f;206;0.006324839;21;30
Elin;2011;f;234;0.007171535;16;5
Elin;2012;f;241;0.007239194;17;-1
Elin;2013;f;231;0.006873363;16;1
Elin;2014;f;203;0.005821623;23;-7
Elin;2015;f;233;0.006552675;21;2
Elin;2016;f;219;0.006015327;23;-2
Elin;2017;f;237;0.006568008;19;4
Elin;2018;f;235;0.006429373;21;-2
Elin;2019;f;227;0.006313799;20;1
Elin;2020;f;216;0.006057037;20;0
Elin;2021;f;238;0.006362786;18;2
Elin;2022;f;178;0.004976515;29;-11
Elina;2000;f;19;0.000633481;332;
Elina;2001;f;30;0.001061534;233;99
Elina;2002;f;28;0.000994212;252;-19
Elina;2003;f;40;0.001428673;179;73
Elina;2004;f;58;0.002007198;117;62
Elina;2005;f;49;0.001695326;135;-18
Elina;2006;f;60;0.002062281;110;25
Elina;2007;f;92;0.003086316;61;49
Elina;2008;f;128;0.004186427;41;20
Elina;2009;f;121;0.003859034;46;-5
Elina;2010;f;132;0.004052809;42;4
Elina;2011;f;167;0.005118146;32;10
Elina;2012;f;191;0.005737286;26;6
Elina;2013;f;183;0.005445132;30;-4
Elina;2014;f;186;0.005334098;27;3
Elina;2015;f;192;0.005399629;26;1
Elina;2016;f;223;0.006125196;22;4
Elina;2017;f;211;0.005847467;24;-2
Elina;2018;f;226;0.006183141;24;0
Elina;2019;f;217;0.006035658;21;3
Elina;2020;f;209;0.005860744;23;-2
Elina;2021;f;197;0.005266676;27;-4
Elina;2022;f;193;0.005395885;24;3
Eline;2000;f;8;0.000266729;557;
Eline;2001;f;13;0.000459998;408;149
Eline;2002;f;8;0.000284061;567;-159
Eline;2003;f;19;0.00067862;328;239
Eline;2004;f;22;0.000761351;305;23
Eline;2005;f;20;0.00069197;327;-22
Eline;2006;f;31;0.001065512;224;103
Eline;2007;f;44;0.001476064;145;79
Eline;2008;f;42;0.001373671;162;-17
Eline;2009;f;47;0.001498963;154;8
Eline;2010;f;61;0.001872889;120;34
Eline;2011;f;64;0.001961445;104;16
Eline;2012;f;76;0.002282899;89;15
Eline;2013;f;68;0.002023328;101;-12
Eline;2014;f;73;0.00209349;98;3
Eline;2015;f;60;0.001687384;125;-27
Eline;2016;f;62;0.001702969;118;7
Eline;2017;f;75;0.002078484;95;23
Eline;2018;f;76;0.002079286;95;0
Eline;2019;f;82;0.002280755;87;8
Eline;2020;f;52;0.001458176;148;-61
Eline;2021;f;66;0.00176447;119;29
Eline;2022;f;60;0.001677477;117;2
Elinor;2001;f;1;3.54E-05;1162;
Elinor;2002;f;3;0.000106523;887;275
Elinor;2004;f;1;3.46E-05;1343;
Elinor;2006;f;2;6.87E-05;1168;
Elinor;2007;f;3;0.000100641;1039;129
Elinor;2009;f;2;6.38E-05;1284;
Elinor;2010;f;1;3.07E-05;1591;-307
Elinor;2011;f;1;3.06E-05;1625;-34
Elinor;2012;f;6;0.000180229;843;782
Elinor;2013;f;4;0.000119019;1078;-235
Elinor;2014;f;5;0.00014339;990;88
Elinor;2015;f;4;0.000112492;1127;-137
Elinor;2016;f;5;0.000137336;1034;93
Elinor;2017;f;3;8.31E-05;1345;-311
Elinor;2018;f;5;0.000136795;1055;290
Elinor;2019;f;7;0.000194699;850;205
Elinor;2020;f;3;8.41E-05;1378;-528
Elinor;2021;f;7;0.000187141;877;501
Elinor;2022;f;5;0.00013979;1039;-162
Eliona;2001;f;1;3.54E-05;1162;
Eliona;2002;f;4;0.00014203;792;370
Eliona;2003;f;3;0.000107151;914;-122
Eliona;2004;f;8;0.000276855;605;309
Eliona;2005;f;12;0.000415182;478;127
Eliona;2006;f;9;0.000309342;581;-103
Eliona;2007;f;7;0.000234828;705;-124
Eliona;2008;f;9;0.000294358;610;95
Eliona;2009;f;13;0.000414607;494;116
Eliona;2010;f;3;9.21E-05;1170;-676
Eliona;2011;f;12;0.000367771;535;635
Eliona;2012;f;12;0.000360458;532;3
Eliona;2013;f;8;0.000238039;724;-192
Eliona;2014;f;8;0.000229424;725;-1
Eliona;2015;f;10;0.000281231;641;84
Eliona;2016;f;6;0.000164803;919;-278
Eliona;2017;f;5;0.000138566;1017;-98
Eliona;2018;f;2;5.47E-05;1567;-550
Eliona;2019;f;6;0.000166885;932;635
Eliona;2020;f;10;0.000280418;639;293
Eliona;2021;f;5;0.000133672;1093;-454
Eliona;2022;f;3;8.39E-05;1431;-338
Eliora;2006;f;2;6.87E-05;1168;
Eliora;2007;f;1;3.35E-05;1449;-281
Eliora;2008;f;1;3.27E-05;1459;-10
Eliora;2010;f;1;3.07E-05;1591;
Eliora;2011;f;1;3.06E-05;1625;-34
Eliora;2012;f;4;0.000120153;1056;569
Eliora;2013;f;2;5.95E-05;1429;-373
Eliora;2014;f;1;2.87E-05;1747;-318
Eliora;2015;f;6;0.000168738;906;841
Eliora;2016;f;1;2.75E-05;1839;-933
Eliora;2017;f;4;0.000110852;1171;668
Eliora;2018;f;7;0.000191513;840;331
Eliora;2019;f;2;5.56E-05;1606;-766
Eliora;2020;f;4;0.000112167;1200;406
Eliora;2021;f;7;0.000187141;877;323
Eliora;2022;f;3;8.39E-05;1431;-554
Elira;2000;f;5;0.000166706;691;
Elira;2001;f;1;3.54E-05;1162;-471
Elira;2005;f;2;6.92E-05;1125;
Elira;2006;f;1;3.44E-05;1435;-310
Elira;2007;f;1;3.35E-05;1449;-14
Elira;2008;f;1;3.27E-05;1459;-10
Elira;2009;f;3;9.57E-05;1106;353
Elira;2012;f;1;3.00E-05;1683;
Elira;2013;f;2;5.95E-05;1429;254
Elira;2014;f;1;2.87E-05;1747;-318
Elira;2015;f;3;8.44E-05;1277;470
Elira;2017;f;2;5.54E-05;1568;
Elira;2018;f;1;2.74E-05;1882;-314
Elira;2019;f;4;0.000111256;1177;705
Elira;2020;f;4;0.000112167;1200;-23
Elira;2021;f;4;0.000106938;1234;-34
Elira;2022;f;3;8.39E-05;1431;-197
Elis;2000;f;1;3.33E-05;1166;
Elis;2001;f;1;3.54E-05;1162;4
Elis;2002;f;1;3.55E-05;1216;-54
Elis;2008;f;1;3.27E-05;1459;
Elis;2009;f;3;9.57E-05;1106;353
Elis;2010;f;2;6.14E-05;1339;-233
Elis;2011;f;1;3.06E-05;1625;-286
Elis;2012;f;3;9.01E-05;1199;426
Elis;2013;f;7;0.000208284;786;413
Elis;2014;f;3;8.60E-05;1275;-489
Elis;2015;f;3;8.44E-05;1277;-2
Elis;2016;f;3;8.24E-05;1335;-58
Elis;2017;f;8;0.000221705;758;577
Elis;2018;f;5;0.000136795;1055;-297
Elis;2019;f;3;8.34E-05;1350;-295
Elis;2020;f;1;2.80E-05;1906;-556
Elis;2021;f;7;0.000187141;877;1029
Elis;2022;f;3;8.39E-05;1431;-554
Elisa;2000;f;142;0.004734438;38;
Elisa;2001;f;144;0.005095361;37;1
Elisa;2002;f;144;0.005113092;38;-1
Elisa;2003;f;157;0.005607543;27;11
Elisa;2004;f;136;0.004706534;38;-11
Elisa;2005;f;145;0.00501678;30;8
Elisa;2006;f;144;0.004949474;32;-2
Elisa;2007;f;179;0.006004898;25;7
Elisa;2008;f;168;0.005494685;29;-4
Elisa;2009;f;153;0.004879605;33;-4
Elisa;2010;f;158;0.00485109;34;-1
Elisa;2011;f;179;0.005485917;29;5
Elisa;2012;f;184;0.005527019;29;0
Elisa;2013;f;171;0.005088074;33;-4
Elisa;2014;f;174;0.004989963;33;0
Elisa;2015;f;174;0.004893414;32;1
Elisa;2016;f;183;0.005026506;32;0
Elisa;2017;f;176;0.004877508;32;0
Elisa;2018;f;196;0.00536237;28;4
Elisa;2019;f;170;0.004728395;32;-4
Elisa;2020;f;156;0.004374527;41;-9
Elisa;2021;f;155;0.004143831;42;-1
Elisa;2022;f;143;0.003997987;38;4
Elisabet;2001;f;1;3.54E-05;1162;
Elisabet;2003;f;1;3.57E-05;1256;
Elisabet;2006;f;1;3.44E-05;1435;
Elisabet;2007;f;1;3.35E-05;1449;-14
Elisabet;2013;f;1;2.98E-05;1733;
Elisabet;2014;f;2;5.74E-05;1480;253
Elisabet;2016;f;2;5.49E-05;1546;
Elisabet;2018;f;1;2.74E-05;1882;
Elisabet;2022;f;3;8.39E-05;1431;
Elisabeth;2000;f;16;0.000533458;374;
Elisabeth;2001;f;12;0.000424613;434;-60
Elisabeth;2002;f;10;0.000355076;504;-70
Elisabeth;2003;f;21;0.000750054;306;198
Elisabeth;2004;f;14;0.000484496;424;-118
Elisabeth;2005;f;14;0.000484379;426;-2
Elisabeth;2006;f;16;0.000549942;387;39
Elisabeth;2007;f;20;0.000670938;342;45
Elisabeth;2008;f;18;0.000588716;365;-23
Elisabeth;2009;f;18;0.000574071;375;-10
Elisabeth;2010;f;25;0.000767578;286;89
Elisabeth;2011;f;27;0.000827485;264;22
Elisabeth;2012;f;17;0.000510649;394;-130
Elisabeth;2013;f;23;0.000684361;308;86
Elisabeth;2014;f;22;0.000630915;340;-32
Elisabeth;2015;f;35;0.000984307;221;119
Elisabeth;2016;f;26;0.000714148;309;-88
Elisabeth;2017;f;27;0.000748254;301;8
Elisabeth;2018;f;31;0.00084813;257;44
Elisabeth;2019;f;24;0.000667538;333;-76
Elisabeth;2020;f;21;0.000588879;363;-30
Elisabeth;2021;f;33;0.000882235;245;118
Elisabeth;2022;f;29;0.000810781;255;-10
Elisabetha;2006;f;1;3.44E-05;1435;
Elisabetha;2016;f;1;2.75E-05;1839;
Elisabetha;2018;f;2;5.47E-05;1567;
Elisabetha;2022;f;2;5.59E-05;1849;
Elisabetta;2000;f;4;0.000133364;777;
Elisabetta;2001;f;4;0.000141538;746;31
Elisabetta;2002;f;3;0.000106523;887;-141
Elisabetta;2003;f;2;7.14E-05;1048;-161
Elisabetta;2004;f;4;0.000138427;845;203
Elisabetta;2005;f;3;0.000103795;971;-126
Elisabetta;2006;f;2;6.87E-05;1168;-197
Elisabetta;2007;f;2;6.71E-05;1208;-40
Elisabetta;2008;f;3;9.81E-05;1050;158
Elisabetta;2009;f;4;0.000127571;989;61
Elisabetta;2010;f;7;0.000214922;748;241
Elisabetta;2011;f;3;9.19E-05;1188;-440
Elisabetta;2012;f;3;9.01E-05;1199;-11
Elisabetta;2013;f;4;0.000119019;1078;121
Elisabetta;2014;f;1;2.87E-05;1747;-669
Elisabetta;2015;f;5;0.000140615;1007;740
Elisabetta;2016;f;6;0.000164803;919;88
Elisabetta;2017;f;5;0.000138566;1017;-98
Elisabetta;2018;f;4;0.000109436;1183;-166
Elisabetta;2019;f;3;8.34E-05;1350;-167
Elisabetta;2020;f;2;5.61E-05;1612;-262
Elisabetta;2021;f;2;5.35E-05;1600;12
Elisabetta;2022;f;3;8.39E-05;1431;169
Elise;2000;f;27;0.00090021;261;
Elise;2001;f;28;0.000990765;251;10
Elise;2002;f;21;0.000745659;304;-53
Elise;2003;f;21;0.000750054;306;-2
Elise;2004;f;29;0.001003599;243;63
Elise;2005;f;18;0.000622773;350;-107
Elise;2006;f;28;0.000962398;244;106
Elise;2007;f;32;0.001073501;223;21
Elise;2008;f;35;0.001144726;199;24
Elise;2009;f;34;0.001084357;213;-14
Elise;2010;f;33;0.001013202;230;-17
Elise;2011;f;39;0.001195256;191;39
Elise;2012;f;43;0.00129164;178;13
Elise;2013;f;44;0.001309212;164;14
Elise;2014;f;41;0.001175796;191;-27
Elise;2015;f;53;0.001490523;149;42
Elise;2016;f;59;0.001620567;128;21
Elise;2017;f;60;0.001662787;126;2
Elise;2018;f;64;0.001750978;112;14
Elise;2019;f;57;0.001585403;130;-18
Elise;2020;f;45;0.001261883;169;-39
Elise;2021;f;54;0.001443657;147;22
Elise;2022;f;44;0.00123015;174;-27
Elisea;2001;f;1;3.54E-05;1162;
Elisea;2007;f;1;3.35E-05;1449;
Elisea;2010;f;1;3.07E-05;1591;
Elisea;2013;f;1;2.98E-05;1733;
Elisea;2014;f;2;5.74E-05;1480;253
Elisea;2016;f;1;2.75E-05;1839;
Elisea;2017;f;1;2.77E-05;1860;-21
Elisea;2018;f;2;5.47E-05;1567;293
Elisea;2021;f;1;2.67E-05;1902;
Elisea;2022;f;3;8.39E-05;1431;471
Elisha;2000;f;2;6.67E-05;976;
Elisha;2001;f;1;3.54E-05;1162;-186
Elisha;2002;f;6;0.000213045;659;503
Elisha;2004;f;5;0.000173034;759;
Elisha;2005;f;8;0.000276788;603;156
Elisha;2006;f;4;0.000137485;888;-285
Elisha;2007;f;6;0.000201281;758;130
Elisha;2008;f;5;0.000163532;846;-88
Elisha;2009;f;5;0.000159464;889;-43
Elisha;2010;f;7;0.000214922;748;141
Elisha;2011;f;5;0.000153238;891;-143
Elisha;2012;f;2;6.01E-05;1400;-509
Elisha;2013;f;3;8.93E-05;1238;162
Elisha;2014;f;5;0.00014339;990;248
Elisha;2015;f;5;0.000140615;1007;-17
Elisha;2017;f;6;0.000166279;916;
Elisha;2018;f;2;5.47E-05;1567;-651
Elisha;2019;f;4;0.000111256;1177;390
Elisha;2020;f;4;0.000112167;1200;-23
Elisha;2021;f;2;5.35E-05;1600;-400
Elisha;2022;f;2;5.59E-05;1849;-249
Elissa;2000;f;1;3.33E-05;1166;
Elissa;2001;f;1;3.54E-05;1162;4
Elissa;2002;f;4;0.00014203;792;370
Elissa;2003;f;3;0.000107151;914;-122
Elissa;2004;f;2;6.92E-05;1103;-189
Elissa;2005;f;2;6.92E-05;1125;-22
Elissa;2006;f;6;0.000206228;724;401
Elissa;2007;f;5;0.000167735;835;-111
Elissa;2008;f;8;0.000261652;644;191
Elissa;2009;f;3;9.57E-05;1106;-462
Elissa;2010;f;8;0.000245625;693;413
Elissa;2011;f;8;0.000245181;694;-1
Elissa;2012;f;4;0.000120153;1056;-362
Elissa;2013;f;6;0.000178529;854;202
Elissa;2014;f;7;0.000200746;807;47
Elissa;2015;f;4;0.000112492;1127;-320
Elissa;2016;f;7;0.000192271;821;306
Elissa;2017;f;10;0.000277131;644;177
Elissa;2018;f;8;0.000218872;771;-127
Elissa;2019;f;10;0.000278141;655;116
Elissa;2020;f;4;0.000112167;1200;-545
Elissa;2021;f;8;0.000213875;797;403
Elissa;2022;f;6;0.000167748;906;-109
Elissia;2005;f;1;3.46E-05;1348;
Elissia;2007;f;1;3.35E-05;1449;
Elissia;2014;f;1;2.87E-05;1747;
Elissia;2015;f;1;2.81E-05;1769;-22
Elissia;2016;f;2;5.49E-05;1546;223
Elissia;2018;f;1;2.74E-05;1882;
Elissia;2020;f;1;2.80E-05;1906;
Elissia;2021;f;1;2.67E-05;1902;4
Elissia;2022;f;2;5.59E-05;1849;53
Elita;2000;f;4;0.000133364;777;
Elita;2001;f;4;0.000141538;746;31
Elita;2007;f;1;3.35E-05;1449;
Elita;2011;f;4;0.00012259;1038;
Elita;2012;f;1;3.00E-05;1683;-645
Elita;2013;f;1;2.98E-05;1733;-50
Elita;2014;f;2;5.74E-05;1480;253
Elita;2015;f;1;2.81E-05;1769;-289
Elita;2016;f;2;5.49E-05;1546;223
Elita;2018;f;3;8.21E-05;1336;
Elita;2019;f;2;5.56E-05;1606;-270
Elita;2020;f;5;0.000140209;1058;548
Elita;2021;f;1;2.67E-05;1902;-844
Elita;2022;f;6;0.000167748;906;996
Eliya;2003;f;1;3.57E-05;1256;
Eliya;2004;f;2;6.92E-05;1103;153
Eliya;2009;f;1;3.19E-05;1551;
Eliya;2013;f;1;2.98E-05;1733;
Eliya;2014;f;4;0.000114712;1117;616
Eliya;2015;f;1;2.81E-05;1769;-652
Eliya;2016;f;3;8.24E-05;1335;434
Eliya;2017;f;1;2.77E-05;1860;-525
Eliya;2018;f;10;0.00027359;658;1202
Eliya;2019;f;3;8.34E-05;1350;-692
Eliya;2020;f;3;8.41E-05;1378;-28
Eliya;2021;f;3;8.02E-05;1408;-30
Eliya;2022;f;2;5.59E-05;1849;-441
Eliyah;2004;f;1;3.46E-05;1343;
Eliyah;2012;f;1;3.00E-05;1683;
Eliyah;2015;f;1;2.81E-05;1769;
Eliyah;2016;f;1;2.75E-05;1839;-70
Eliyah;2019;f;1;2.78E-05;1884;
Eliyah;2021;f;3;8.02E-05;1408;
Eliyah;2022;f;2;5.59E-05;1849;-441
Eliz;2000;f;1;3.33E-05;1166;
Eliz;2002;f;1;3.55E-05;1216;
Eliz;2003;f;1;3.57E-05;1256;-40
Eliz;2004;f;1;3.46E-05;1343;-87
Eliz;2007;f;1;3.35E-05;1449;
Eliz;2010;f;1;3.07E-05;1591;
Eliz;2011;f;1;3.06E-05;1625;-34
Eliz;2012;f;1;3.00E-05;1683;-58
Eliz;2013;f;2;5.95E-05;1429;254
Eliz;2014;f;2;5.74E-05;1480;-51
Eliz;2015;f;1;2.81E-05;1769;-289
Eliz;2016;f;7;0.000192271;821;948
Eliz;2017;f;3;8.31E-05;1345;-524
Eliz;2018;f;4;0.000109436;1183;162
Eliz;2019;f;2;5.56E-05;1606;-423
Eliz;2020;f;8;0.000224335;768;838
Eliz;2021;f;16;0.00042775;468;300
Eliz;2022;f;10;0.00027958;646;-178
Eliza;2000;f;6;0.000200047;638;
Eliza;2001;f;11;0.000389229;455;183
Eliza;2002;f;9;0.000319568;531;-76
Eliza;2003;f;20;0.000714337;317;214
Eliza;2004;f;18;0.000622924;357;-40
Eliza;2005;f;22;0.000761167;308;49
Eliza;2006;f;22;0.00075617;312;-4
Eliza;2007;f;28;0.000939314;260;52
Eliza;2008;f;29;0.000948487;247;13
Eliza;2009;f;27;0.000861107;265;-18
Eliza;2010;f;25;0.000767578;286;-21
Eliza;2011;f;46;0.001409789;162;124
Eliza;2012;f;40;0.001201526;190;-28
Eliza;2013;f;44;0.001309212;164;26
Eliza;2014;f;36;0.001032406;207;-43
Eliza;2015;f;42;0.001181169;187;20
Eliza;2016;f;45;0.001236026;179;8
Eliza;2017;f;37;0.001025385;210;-31
Eliza;2018;f;33;0.000902848;237;-27
Eliza;2019;f;30;0.000834423;254;-17
Eliza;2020;f;27;0.00075713;286;-32
Eliza;2021;f;29;0.000775297;282;4
Eliza;2022;f;24;0.000670991;306;-24
Elizabeta;2001;f;1;3.54E-05;1162;
Elizabeta;2004;f;1;3.46E-05;1343;
Elizabeta;2007;f;1;3.35E-05;1449;
Elizabeta;2008;f;2;6.54E-05;1242;207
Elizabeta;2009;f;1;3.19E-05;1551;-309
Elizabeta;2013;f;2;5.95E-05;1429;
Elizabeta;2015;f;2;5.62E-05;1480;
Elizabeta;2018;f;1;2.74E-05;1882;
Elizabeta;2020;f;1;2.80E-05;1906;
Elizabeta;2022;f;2;5.59E-05;1849;
Elizabeth;2000;f;3;0.000100023;850;
Elizabeth;2001;f;4;0.000141538;746;104
Elizabeth;2002;f;2;7.10E-05;1020;-274
Elizabeth;2003;f;5;0.000178584;722;298
Elizabeth;2004;f;3;0.000103821;963;-241
Elizabeth;2005;f;1;3.46E-05;1348;-385
Elizabeth;2006;f;4;0.000137485;888;460
Elizabeth;2007;f;6;0.000201281;758;130
Elizabeth;2008;f;7;0.000228945;717;41
Elizabeth;2009;f;2;6.38E-05;1284;-567
Elizabeth;2010;f;5;0.000153516;915;369
Elizabeth;2011;f;5;0.000153238;891;24
Elizabeth;2012;f;6;0.000180229;843;48
Elizabeth;2013;f;7;0.000208284;786;57
Elizabeth;2014;f;14;0.000401491;501;285
Elizabeth;2015;f;16;0.000449969;459;42
Elizabeth;2016;f;16;0.000439476;472;-13
