name;year;sex;births;prop;rank;rank_change_yoy
Norina;2015;f;23;0.000646831;337;3
Norina;2016;f;20;0.000549345;388;-51
Norina;2017;f;25;0.000692828;316;72
Norina;2018;f;22;0.000601899;355;-39
Norina;2019;f;24;0.000667538;333;22
Norina;2020;f;15;0.000420628;473;-140
Norina;2021;f;12;0.000320813;588;-115
Norina;2022;f;19;0.000531201;378;210
Nour;2000;f;8;0.000266729;557;
Nour;2001;f;16;0.000566151;371;186
Nour;2002;f;18;0.000639136;342;29
Nour;2003;f;11;0.000392885;471;-129
Nour;2004;f;13;0.000449889;444;27
Nour;2005;f;13;0.00044978;451;-7
Nour;2006;f;11;0.000378085;518;-67
Nour;2007;f;13;0.00043611;465;53
Nour;2008;f;13;0.000425184;481;-16
Nour;2009;f;18;0.000574071;375;106
Nour;2010;f;11;0.000337734;566;-191
Nour;2011;f;13;0.000398419;501;65
Nour;2012;f;8;0.000240305;714;-213
Nour;2013;f;11;0.000327303;576;138
Nour;2014;f;12;0.000344135;559;17
Nour;2015;f;17;0.000478092;430;129
Nour;2016;f;15;0.000412009;493;-63
Nour;2017;f;16;0.00044341;469;24
Nour;2018;f;22;0.000601899;355;114
Nour;2019;f;14;0.000389397;518;-163
Nour;2020;f;22;0.00061692;350;168
Nour;2021;f;20;0.000534688;392;-42
Nour;2022;f;20;0.000559159;354;38
Noura;2000;f;5;0.000166706;691;
Noura;2001;f;2;7.08E-05;948;-257
Noura;2002;f;1;3.55E-05;1216;-268
Noura;2003;f;2;7.14E-05;1048;168
Noura;2004;f;2;6.92E-05;1103;-55
Noura;2005;f;5;0.000172992;783;320
Noura;2006;f;1;3.44E-05;1435;-652
Noura;2007;f;5;0.000167735;835;600
Noura;2008;f;5;0.000163532;846;-11
Noura;2009;f;3;9.57E-05;1106;-260
Noura;2010;f;2;6.14E-05;1339;-233
Noura;2011;f;4;0.00012259;1038;301
Noura;2012;f;3;9.01E-05;1199;-161
Noura;2013;f;6;0.000178529;854;345
Noura;2014;f;3;8.60E-05;1275;-421
Noura;2015;f;5;0.000140615;1007;268
Noura;2016;f;3;8.24E-05;1335;-328
Noura;2017;f;4;0.000110852;1171;164
Noura;2018;f;1;2.74E-05;1882;-711
Noura;2019;f;2;5.56E-05;1606;276
Noura;2020;f;8;0.000224335;768;838
Noura;2021;f;8;0.000213875;797;-29
Noura;2022;f;5;0.00013979;1039;-242
Nouria;2001;f;1;3.54E-05;1162;
Nouria;2002;f;1;3.55E-05;1216;-54
Nouria;2003;f;1;3.57E-05;1256;-40
Nouria;2004;f;3;0.000103821;963;293
Nouria;2006;f;2;6.87E-05;1168;
Nouria;2007;f;3;0.000100641;1039;129
Nouria;2008;f;1;3.27E-05;1459;-420
Nouria;2009;f;2;6.38E-05;1284;175
Nouria;2010;f;2;6.14E-05;1339;-55
Nouria;2011;f;2;6.13E-05;1369;-30
Nouria;2013;f;1;2.98E-05;1733;
Nouria;2014;f;5;0.00014339;990;743
Nouria;2015;f;2;5.62E-05;1480;-490
Nouria;2018;f;1;2.74E-05;1882;
Nouria;2020;f;2;5.61E-05;1612;
Nouria;2021;f;1;2.67E-05;1902;-290
Nouria;2022;f;3;8.39E-05;1431;471
Nova;2000;f;1;3.33E-05;1166;
Nova;2002;f;5;0.000177538;720;
Nova;2003;f;5;0.000178584;722;-2
Nova;2004;f;1;3.46E-05;1343;-621
Nova;2005;f;4;0.000138394;866;477
Nova;2006;f;1;3.44E-05;1435;-569
Nova;2007;f;6;0.000201281;758;677
Nova;2008;f;6;0.000196239;774;-16
Nova;2009;f;4;0.000127571;989;-215
Nova;2010;f;4;0.000122812;1031;-42
Nova;2011;f;7;0.000214533;739;292
Nova;2012;f;8;0.000240305;714;25
Nova;2013;f;9;0.000267793;668;46
Nova;2014;f;11;0.000315457;592;76
Nova;2015;f;10;0.000281231;641;-49
Nova;2016;f;10;0.000274672;651;-10
Nova;2017;f;10;0.000277131;644;7
Nova;2018;f;21;0.00057454;372;272
Nova;2019;f;18;0.000500654;430;-58
Nova;2020;f;18;0.000504753;404;26
Nova;2021;f;13;0.000347547;548;-144
Nova;2022;f;16;0.000447327;444;104
Novalée;2022;f;2;5.59E-05;1849;
Noé;2000;f;5;0.000166706;691;
Noé;2003;f;4;0.000142867;796;
Noé;2004;f;4;0.000138427;845;-49
Noé;2005;f;8;0.000276788;603;242
Noé;2006;f;8;0.000274971;628;-25
Noé;2007;f;8;0.000268375;645;-17
Noé;2008;f;5;0.000163532;846;-201
Noé;2009;f;6;0.000191357;802;44
Noé;2010;f;5;0.000153516;915;-113
Noé;2011;f;6;0.000183886;806;109
Noé;2012;f;5;0.000150191;951;-145
Noé;2013;f;1;2.98E-05;1733;-782
Noé;2014;f;2;5.74E-05;1480;253
Noé;2015;f;1;2.81E-05;1769;-289
Noé;2016;f;2;5.49E-05;1546;223
Noé;2017;f;3;8.31E-05;1345;201
Noé;2018;f;1;2.74E-05;1882;-537
Noé;2019;f;1;2.78E-05;1884;-2
Noé;2020;f;1;2.80E-05;1906;-22
Noé;2021;f;5;0.000133672;1093;813
Noé;2022;f;8;0.000223664;756;337
Noée;2001;f;2;7.08E-05;948;
Noée;2002;f;2;7.10E-05;1020;-72
Noée;2003;f;6;0.000214301;655;365
Noée;2004;f;4;0.000138427;845;-190
Noée;2005;f;11;0.000380583;494;351
Noée;2006;f;13;0.000446828;462;32
Noée;2007;f;20;0.000670938;342;120
Noée;2008;f;16;0.000523303;404;-62
Noée;2009;f;10;0.000318928;579;-175
Noée;2010;f;22;0.000675468;325;254
Noée;2011;f;26;0.000796837;271;54
Noée;2012;f;17;0.000510649;394;-123
Noée;2013;f;20;0.000595096;353;41
Noée;2014;f;22;0.000630915;340;13
Noée;2015;f;17;0.000478092;430;-90
Noée;2016;f;22;0.000604279;357;73
Noée;2017;f;21;0.000581975;371;-14
Noée;2018;f;21;0.00057454;372;-1
Noée;2019;f;21;0.000584096;385;-13
Noée;2020;f;20;0.000560837;380;5
Noée;2021;f;16;0.00042775;468;-88
Noée;2022;f;13;0.000363453;533;-65
Noélie;2000;f;5;0.000166706;691;
Noélie;2001;f;1;3.54E-05;1162;-471
Noélie;2003;f;4;0.000142867;796;
Noélie;2004;f;2;6.92E-05;1103;-307
Noélie;2005;f;4;0.000138394;866;237
Noélie;2006;f;7;0.000240599;676;190
Noélie;2007;f;3;0.000100641;1039;-363
Noélie;2008;f;13;0.000425184;481;558
Noélie;2009;f;4;0.000127571;989;-508
Noélie;2010;f;12;0.000368437;527;462
Noélie;2011;f;17;0.000521009;410;117
Noélie;2012;f;19;0.000570725;362;48
Noélie;2013;f;14;0.000416567;487;-125
Noélie;2014;f;11;0.000315457;592;-105
Noélie;2015;f;10;0.000281231;641;-49
Noélie;2016;f;11;0.00030214;611;30
Noélie;2017;f;16;0.00044341;469;142
Noélie;2018;f;15;0.000410385;478;-9
Noélie;2019;f;14;0.000389397;518;-40
Noélie;2020;f;6;0.000168251;931;-413
Noélie;2021;f;8;0.000213875;797;134
Noélie;2022;f;7;0.000195706;827;-30
Noémi;2000;f;1;3.33E-05;1166;
Noémi;2001;f;6;0.000212307;626;540
Noémi;2002;f;6;0.000213045;659;-33
Noémi;2003;f;2;7.14E-05;1048;-389
Noémi;2004;f;8;0.000276855;605;443
Noémi;2005;f;6;0.000207591;707;-102
Noémi;2006;f;7;0.000240599;676;31
Noémi;2007;f;9;0.000301922;602;74
Noémi;2008;f;7;0.000228945;717;-115
Noémi;2009;f;10;0.000318928;579;138
Noémi;2010;f;9;0.000276328;640;-61
Noémi;2011;f;2;6.13E-05;1369;-729
Noémi;2012;f;13;0.000390496;496;873
Noémi;2013;f;6;0.000178529;854;-358
Noémi;2014;f;12;0.000344135;559;295
Noémi;2015;f;10;0.000281231;641;-82
Noémi;2016;f;5;0.000137336;1034;-393
Noémi;2017;f;4;0.000110852;1171;-137
Noémi;2018;f;2;5.47E-05;1567;-396
Noémi;2019;f;6;0.000166885;932;635
Noémi;2020;f;6;0.000168251;931;1
Noémi;2021;f;5;0.000133672;1093;-162
Noémi;2022;f;7;0.000195706;827;266
Noémie;2000;f;39;0.001300303;191;
Noémie;2001;f;52;0.001839992;134;57
Noémie;2002;f;59;0.002094947;113;21
Noémie;2003;f;73;0.002607329;80;33
Noémie;2004;f;74;0.002560908;85;-5
Noémie;2005;f;82;0.002837076;82;3
Noémie;2006;f;80;0.002749708;77;5
Noémie;2007;f;70;0.002348284;94;-17
Noémie;2008;f;41;0.001340965;169;-75
Noémie;2009;f;54;0.001722213;130;39
Noémie;2010;f;54;0.001657967;135;-5
Noémie;2011;f;47;0.001440436;159;-24
Noémie;2012;f;42;0.001261602;183;-24
Noémie;2013;f;65;0.001934063;107;76
Noémie;2014;f;52;0.001491253;148;-41
Noémie;2015;f;51;0.001434276;155;-7
Noémie;2016;f;49;0.001345895;162;-7
Noémie;2017;f;52;0.001441082;146;16
Noémie;2018;f;36;0.000984925;217;-71
Noémie;2019;f;39;0.00108475;192;25
Noémie;2020;f;33;0.000925381;239;-47
Noémie;2021;f;34;0.000908969;235;4
Noémie;2022;f;21;0.000587117;339;-104
Noëlle;2000;f;3;0.000100023;850;
Noëlle;2001;f;10;0.000353845;486;364
Noëlle;2002;f;17;0.000603629;362;124
Noëlle;2003;f;12;0.000428602;445;-83
Noëlle;2004;f;23;0.000795958;288;157
Noëlle;2005;f;17;0.000588174;363;-75
Noëlle;2006;f;13;0.000446828;462;-99
Noëlle;2007;f;19;0.000637391;361;101
Noëlle;2008;f;14;0.00045789;452;-91
Noëlle;2009;f;16;0.000510285;431;21
Noëlle;2010;f;13;0.00039914;502;-71
Noëlle;2011;f;9;0.000275828;652;-150
Noëlle;2012;f;9;0.000270343;649;3
Noëlle;2013;f;8;0.000238039;724;-75
Noëlle;2014;f;14;0.000401491;501;223
Noëlle;2015;f;8;0.000224985;745;-244
Noëlle;2016;f;10;0.000274672;651;94
Noëlle;2017;f;5;0.000138566;1017;-366
Noëlle;2018;f;7;0.000191513;840;177
Noëlle;2019;f;4;0.000111256;1177;-337
Noëlle;2020;f;4;0.000112167;1200;-23
Noëlle;2021;f;7;0.000187141;877;323
Noëlle;2022;f;8;0.000223664;756;121
Noëmi;2000;f;3;0.000100023;850;
Noëmi;2001;f;6;0.000212307;626;224
Noëmi;2002;f;9;0.000319568;531;95
Noëmi;2003;f;8;0.000285735;558;-27
Noëmi;2004;f;12;0.000415282;465;93
Noëmi;2005;f;15;0.000518977;404;61
Noëmi;2006;f;20;0.000687427;332;72
Noëmi;2007;f;14;0.000469657;439;-107
Noëmi;2008;f;8;0.000261652;644;-205
Noëmi;2009;f;10;0.000318928;579;65
Noëmi;2010;f;8;0.000245625;693;-114
Noëmi;2011;f;11;0.000337123;569;124
Noëmi;2012;f;8;0.000240305;714;-145
Noëmi;2013;f;5;0.000148774;967;-253
Noëmi;2014;f;4;0.000114712;1117;-150
Noëmi;2015;f;3;8.44E-05;1277;-160
Noëmi;2016;f;3;8.24E-05;1335;-58
Noëmi;2017;f;6;0.000166279;916;419
Noëmi;2018;f;2;5.47E-05;1567;-651
Noëmi;2019;f;1;2.78E-05;1884;-317
Noëmi;2020;f;4;0.000112167;1200;684
Noëmi;2021;f;5;0.000133672;1093;107
Noëmi;2022;f;2;5.59E-05;1849;-756
Nuda;2013;f;1;2.98E-05;1733;
Nuda;2018;f;1;2.74E-05;1882;
Nuda;2020;f;1;2.80E-05;1906;
Nuda;2022;f;2;5.59E-05;1849;
Nura;2000;f;1;3.33E-05;1166;
Nura;2001;f;1;3.54E-05;1162;4
Nura;2002;f;2;7.10E-05;1020;142
Nura;2003;f;3;0.000107151;914;106
Nura;2004;f;2;6.92E-05;1103;-189
Nura;2005;f;1;3.46E-05;1348;-245
Nura;2006;f;3;0.000103114;1013;335
Nura;2007;f;2;6.71E-05;1208;-195
Nura;2008;f;5;0.000163532;846;362
Nura;2009;f;1;3.19E-05;1551;-705
Nura;2010;f;3;9.21E-05;1170;381
Nura;2011;f;4;0.00012259;1038;132
Nura;2012;f;5;0.000150191;951;87
Nura;2013;f;2;5.95E-05;1429;-478
Nura;2014;f;3;8.60E-05;1275;154
Nura;2015;f;4;0.000112492;1127;148
Nura;2016;f;1;2.75E-05;1839;-712
Nura;2017;f;12;0.000332557;573;1266
Nura;2018;f;8;0.000218872;771;-198
Nura;2019;f;4;0.000111256;1177;-406
Nura;2020;f;8;0.000224335;768;409
Nura;2021;f;8;0.000213875;797;-29
Nura;2022;f;5;0.00013979;1039;-242
Nuria;2000;f;14;0.000466776;400;
Nuria;2001;f;18;0.00063692;341;59
Nuria;2002;f;30;0.001065227;233;108
Nuria;2003;f;34;0.001214372;208;25
Nuria;2004;f;30;0.001038206;237;-29
Nuria;2005;f;29;0.001003356;246;-9
Nuria;2006;f;31;0.001065512;224;22
Nuria;2007;f;39;0.00130833;171;53
Nuria;2008;f;31;0.0010139;229;-58
Nuria;2009;f;29;0.000924892;250;-21
Nuria;2010;f;39;0.001197421;191;59
Nuria;2011;f;29;0.00088878;250;-59
Nuria;2012;f;36;0.001081373;203;47
Nuria;2013;f;44;0.001309212;164;39
Nuria;2014;f;24;0.000688271;307;-143
Nuria;2015;f;28;0.000787446;279;28
Nuria;2016;f;40;0.00109869;199;80
Nuria;2017;f;27;0.000748254;301;-102
Nuria;2018;f;25;0.000683976;316;-15
Nuria;2019;f;34;0.000945679;218;98
Nuria;2020;f;24;0.000673004;319;-101
Nuria;2021;f;30;0.000802032;276;43
Nuria;2022;f;27;0.000754865;275;1
Nya;2000;f;1;3.33E-05;1166;
Nya;2008;f;1;3.27E-05;1459;
Nya;2009;f;2;6.38E-05;1284;175
Nya;2012;f;1;3.00E-05;1683;
Nya;2013;f;1;2.98E-05;1733;-50
Nya;2014;f;4;0.000114712;1117;616
Nya;2016;f;2;5.49E-05;1546;
Nya;2017;f;3;8.31E-05;1345;201
Nya;2018;f;1;2.74E-05;1882;-537
Nya;2019;f;5;0.00013907;1045;837
Nya;2020;f;2;5.61E-05;1612;-567
Nya;2021;f;5;0.000133672;1093;519
Nya;2022;f;4;0.000111832;1199;-106
Nyima;2001;f;2;7.08E-05;948;
Nyima;2002;f;1;3.55E-05;1216;-268
Nyima;2003;f;1;3.57E-05;1256;-40
Nyima;2004;f;1;3.46E-05;1343;-87
Nyima;2008;f;1;3.27E-05;1459;
Nyima;2009;f;1;3.19E-05;1551;-92
Nyima;2010;f;2;6.14E-05;1339;212
Nyima;2011;f;2;6.13E-05;1369;-30
Nyima;2013;f;2;5.95E-05;1429;
Nyima;2014;f;4;0.000114712;1117;312
Nyima;2015;f;3;8.44E-05;1277;-160
Nyima;2016;f;1;2.75E-05;1839;-562
Nyima;2017;f;3;8.31E-05;1345;494
Nyima;2019;f;3;8.34E-05;1350;
Nyima;2020;f;1;2.80E-05;1906;-556
Nyima;2021;f;3;8.02E-05;1408;498
Nyima;2022;f;2;5.59E-05;1849;-441
Nyla;2002;f;1;3.55E-05;1216;
Nyla;2004;f;1;3.46E-05;1343;
Nyla;2005;f;2;6.92E-05;1125;218
Nyla;2007;f;1;3.35E-05;1449;
Nyla;2008;f;3;9.81E-05;1050;399
Nyla;2009;f;6;0.000191357;802;248
Nyla;2010;f;10;0.000307031;600;202
Nyla;2011;f;4;0.00012259;1038;-438
Nyla;2012;f;3;9.01E-05;1199;-161
Nyla;2013;f;8;0.000238039;724;475
Nyla;2014;f;9;0.000258102;685;39
Nyla;2015;f;6;0.000168738;906;-221
Nyla;2016;f;4;0.000109869;1167;-261
Nyla;2017;f;8;0.000221705;758;409
Nyla;2018;f;7;0.000191513;840;-82
Nyla;2019;f;3;8.34E-05;1350;-510
Nyla;2020;f;6;0.000168251;931;419
Nyla;2021;f;5;0.000133672;1093;-162
Nyla;2022;f;3;8.39E-05;1431;-338
Nylah;2010;f;1;3.07E-05;1591;
Nylah;2014;f;1;2.87E-05;1747;
Nylah;2015;f;1;2.81E-05;1769;-22
Nylah;2016;f;1;2.75E-05;1839;-70
Nylah;2022;f;2;5.59E-05;1849;
Nyma;2004;f;2;6.92E-05;1103;
Nyma;2008;f;1;3.27E-05;1459;
Nyma;2009;f;1;3.19E-05;1551;-92
Nyma;2010;f;1;3.07E-05;1591;-40
Nyma;2012;f;1;3.00E-05;1683;
Nyma;2014;f;1;2.87E-05;1747;
Nyma;2015;f;1;2.81E-05;1769;-22
Nyma;2016;f;1;2.75E-05;1839;-70
Nyma;2022;f;2;5.59E-05;1849;
Nélia;2000;f;1;3.33E-05;1166;
Nélia;2002;f;1;3.55E-05;1216;
Nélia;2004;f;1;3.46E-05;1343;
Nélia;2005;f;1;3.46E-05;1348;-5
Nélia;2007;f;1;3.35E-05;1449;
Nélia;2010;f;4;0.000122812;1031;
Nélia;2011;f;6;0.000183886;806;225
Nélia;2012;f;3;9.01E-05;1199;-393
Nélia;2013;f;2;5.95E-05;1429;-230
Nélia;2014;f;5;0.00014339;990;439
Nélia;2015;f;4;0.000112492;1127;-137
Nélia;2016;f;8;0.000219738;748;379
Nélia;2017;f;5;0.000138566;1017;-269
Nélia;2018;f;3;8.21E-05;1336;-319
Nélia;2019;f;5;0.00013907;1045;291
Nélia;2020;f;5;0.000140209;1058;-13
Nélia;2021;f;10;0.000267344;687;371
Nélia;2022;f;11;0.000307537;602;85
Néva;2010;f;2;6.14E-05;1339;
Néva;2013;f;2;5.95E-05;1429;
Néva;2014;f;1;2.87E-05;1747;-318
Néva;2015;f;1;2.81E-05;1769;-22
Néva;2016;f;2;5.49E-05;1546;223
Néva;2017;f;1;2.77E-05;1860;-314
Néva;2018;f;4;0.000109436;1183;677
Néva;2019;f;2;5.56E-05;1606;-423
Néva;2021;f;1;2.67E-05;1902;
Néva;2022;f;2;5.59E-05;1849;53
Núria;2002;f;2;7.10E-05;1020;
Núria;2004;f;1;3.46E-05;1343;
Núria;2006;f;2;6.87E-05;1168;
Núria;2007;f;3;0.000100641;1039;129
Núria;2008;f;3;9.81E-05;1050;-11
Núria;2009;f;7;0.00022325;740;310
Núria;2010;f;2;6.14E-05;1339;-599
Núria;2011;f;3;9.19E-05;1188;151
Núria;2012;f;3;9.01E-05;1199;-11
Núria;2013;f;6;0.000178529;854;345
Núria;2014;f;4;0.000114712;1117;-263
Núria;2015;f;5;0.000140615;1007;110
Núria;2016;f;5;0.000137336;1034;-27
Núria;2017;f;6;0.000166279;916;118
Núria;2018;f;7;0.000191513;840;76
Núria;2019;f;6;0.000166885;932;-92
Núria;2020;f;4;0.000112167;1200;-268
Núria;2021;f;4;0.000106938;1234;-34
Núria;2022;f;4;0.000111832;1199;35
Oana;2001;f;2;7.08E-05;948;
Oana;2002;f;1;3.55E-05;1216;-268
Oana;2004;f;1;3.46E-05;1343;
Oana;2005;f;1;3.46E-05;1348;-5
Oana;2006;f;1;3.44E-05;1435;-87
Oana;2007;f;1;3.35E-05;1449;-14
Oana;2010;f;2;6.14E-05;1339;
Oana;2011;f;2;6.13E-05;1369;-30
Oana;2014;f;1;2.87E-05;1747;
Oana;2015;f;1;2.81E-05;1769;-22
Oana;2016;f;2;5.49E-05;1546;223
Oana;2017;f;3;8.31E-05;1345;201
Oana;2018;f;3;8.21E-05;1336;9
Oana;2019;f;10;0.000278141;655;681
Oana;2020;f;13;0.000364544;527;128
Oana;2021;f;12;0.000320813;588;-61
Oana;2022;f;12;0.000335495;560;28
Océane;2000;f;38;0.001266962;194;
Océane;2001;f;45;0.0015923;153;41
Océane;2002;f;75;0.002663069;79;74
Océane;2003;f;72;0.002571612;82;-3
Océane;2004;f;64;0.002214839;100;-18
Océane;2005;f;70;0.002421894;93;7
Océane;2006;f;66;0.002268509;98;-5
Océane;2007;f;45;0.001509611;138;-40
Océane;2008;f;53;0.001733442;130;8
Océane;2009;f;46;0.001467071;156;-26
Océane;2010;f;34;0.001043905;220;-64
Océane;2011;f;41;0.001256551;180;40
Océane;2012;f;21;0.000630801;341;-161
Océane;2013;f;34;0.001011664;223;118
Océane;2014;f;22;0.000630915;340;-117
Océane;2015;f;18;0.000506215;408;-68
Océane;2016;f;25;0.000686681;316;92
Océane;2017;f;27;0.000748254;301;15
Océane;2018;f;20;0.000547181;391;-90
Océane;2019;f;13;0.000361583;549;-158
Océane;2020;f;12;0.000336502;561;-12
Océane;2021;f;13;0.000347547;548;13
Océane;2022;f;15;0.000419369;469;79
Odelia;2004;f;1;3.46E-05;1343;
Odelia;2005;f;1;3.46E-05;1348;-5
Odelia;2007;f;1;3.35E-05;1449;
Odelia;2012;f;1;3.00E-05;1683;
Odelia;2013;f;1;2.98E-05;1733;-50
Odelia;2014;f;1;2.87E-05;1747;-14
Odelia;2016;f;1;2.75E-05;1839;
Odelia;2018;f;2;5.47E-05;1567;
Odelia;2020;f;2;5.61E-05;1612;
Odelia;2022;f;2;5.59E-05;1849;
Odette;2001;f;1;3.54E-05;1162;
Odette;2012;f;1;3.00E-05;1683;
Odette;2015;f;1;2.81E-05;1769;
Odette;2016;f;1;2.75E-05;1839;-70
Odette;2017;f;2;5.54E-05;1568;271
Odette;2018;f;1;2.74E-05;1882;-314
Odette;2019;f;1;2.78E-05;1884;-2
Odette;2021;f;2;5.35E-05;1600;
Odette;2022;f;2;5.59E-05;1849;-249
Odile;2001;f;1;3.54E-05;1162;
Odile;2002;f;2;7.10E-05;1020;142
Odile;2003;f;4;0.000142867;796;224
Odile;2004;f;1;3.46E-05;1343;-547
Odile;2005;f;2;6.92E-05;1125;218
Odile;2006;f;3;0.000103114;1013;112
Odile;2008;f;2;6.54E-05;1242;
Odile;2009;f;3;9.57E-05;1106;136
Odile;2010;f;4;0.000122812;1031;75
Odile;2011;f;3;9.19E-05;1188;-157
Odile;2012;f;3;9.01E-05;1199;-11
Odile;2013;f;4;0.000119019;1078;121
Odile;2014;f;1;2.87E-05;1747;-669
Odile;2016;f;2;5.49E-05;1546;
Odile;2019;f;1;2.78E-05;1884;
Odile;2020;f;4;0.000112167;1200;684
Odile;2021;f;8;0.000213875;797;403
Odile;2022;f;4;0.000111832;1199;-402
Ofelia;2003;f;1;3.57E-05;1256;
Ofelia;2006;f;1;3.44E-05;1435;
Ofelia;2007;f;1;3.35E-05;1449;-14
Ofelia;2009;f;1;3.19E-05;1551;
Ofelia;2014;f;1;2.87E-05;1747;
Ofelia;2015;f;1;2.81E-05;1769;-22
Ofelia;2016;f;1;2.75E-05;1839;-70
Ofelia;2021;f;3;8.02E-05;1408;
Ofelia;2022;f;2;5.59E-05;1849;-441
Olaya;2000;f;1;3.33E-05;1166;
Olaya;2005;f;1;3.46E-05;1348;
Olaya;2007;f;1;3.35E-05;1449;
Olaya;2008;f;2;6.54E-05;1242;207
Olaya;2011;f;1;3.06E-05;1625;
Olaya;2012;f;1;3.00E-05;1683;-58
Olaya;2013;f;2;5.95E-05;1429;254
Olaya;2014;f;1;2.87E-05;1747;-318
Olaya;2015;f;1;2.81E-05;1769;-22
Olaya;2016;f;2;5.49E-05;1546;223
Olaya;2017;f;2;5.54E-05;1568;-22
Olaya;2018;f;1;2.74E-05;1882;-314
Olaya;2019;f;1;2.78E-05;1884;-2
Olaya;2022;f;3;8.39E-05;1431;
Olga;2000;f;5;0.000166706;691;
Olga;2001;f;3;0.000106153;837;-146
Olga;2002;f;5;0.000177538;720;117
Olga;2003;f;5;0.000178584;722;-2
Olga;2004;f;2;6.92E-05;1103;-381
Olga;2005;f;6;0.000207591;707;396
Olga;2006;f;6;0.000206228;724;-17
Olga;2007;f;2;6.71E-05;1208;-484
Olga;2008;f;6;0.000196239;774;434
Olga;2009;f;4;0.000127571;989;-215
Olga;2010;f;1;3.07E-05;1591;-602
Olga;2011;f;4;0.00012259;1038;553
Olga;2012;f;3;9.01E-05;1199;-161
Olga;2013;f;4;0.000119019;1078;121
Olga;2014;f;2;5.74E-05;1480;-402
Olga;2015;f;6;0.000168738;906;574
Olga;2016;f;1;2.75E-05;1839;-933
Olga;2017;f;4;0.000110852;1171;668
Olga;2018;f;5;0.000136795;1055;116
Olga;2019;f;5;0.00013907;1045;10
Olga;2020;f;3;8.41E-05;1378;-333
Olga;2021;f;6;0.000160406;983;395
Olga;2022;f;4;0.000111832;1199;-216
Olimpia;2001;f;1;3.54E-05;1162;
Olimpia;2003;f;2;7.14E-05;1048;
Olimpia;2004;f;1;3.46E-05;1343;-295
Olimpia;2005;f;1;3.46E-05;1348;-5
Olimpia;2007;f;1;3.35E-05;1449;
Olimpia;2010;f;1;3.07E-05;1591;
Olimpia;2011;f;2;6.13E-05;1369;222
Olimpia;2012;f;2;6.01E-05;1400;-31
Olimpia;2014;f;1;2.87E-05;1747;
Olimpia;2015;f;1;2.81E-05;1769;-22
Olimpia;2016;f;3;8.24E-05;1335;434
Olimpia;2017;f;3;8.31E-05;1345;-10
Olimpia;2018;f;2;5.47E-05;1567;-222
Olimpia;2019;f;2;5.56E-05;1606;-39
Olimpia;2020;f;1;2.80E-05;1906;-300
Olimpia;2021;f;7;0.000187141;877;1029
Olimpia;2022;f;3;8.39E-05;1431;-554
Olive;2004;f;3;0.000103821;963;
Olive;2005;f;1;3.46E-05;1348;-385
Olive;2007;f;1;3.35E-05;1449;
Olive;2009;f;5;0.000159464;889;
Olive;2010;f;4;0.000122812;1031;-142
Olive;2011;f;5;0.000153238;891;140
Olive;2012;f;3;9.01E-05;1199;-308
Olive;2013;f;2;5.95E-05;1429;-230
Olive;2014;f;2;5.74E-05;1480;-51
Olive;2015;f;6;0.000168738;906;574
Olive;2016;f;3;8.24E-05;1335;-429
Olive;2017;f;3;8.31E-05;1345;-10
Olive;2018;f;3;8.21E-05;1336;9
Olive;2019;f;1;2.78E-05;1884;-548
Olive;2020;f;11;0.00030846;598;1286
Olive;2021;f;9;0.00024061;737;-139
Olive;2022;f;5;0.00013979;1039;-302
Olivia;2000;f;116;0.003867569;48;
Olivia;2001;f;100;0.003538445;59;-11
Olivia;2002;f;113;0.004012357;47;12
Olivia;2003;f;95;0.0033931;60;-13
Olivia;2004;f;93;0.003218439;65;-5
Olivia;2005;f;120;0.004151818;42;23
Olivia;2006;f;105;0.003608992;55;-13
Olivia;2007;f;138;0.004629474;39;16
Olivia;2008;f;112;0.003663123;52;-13
Olivia;2009;f;122;0.003890926;44;8
Olivia;2010;f;158;0.00485109;34;10
Olivia;2011;f;157;0.004811671;34;0
Olivia;2012;f;170;0.005106485;33;1
Olivia;2013;f;197;0.0058617;23;10
Olivia;2014;f;182;0.005219386;28;-5
Olivia;2015;f;203;0.005708983;25;3
Olivia;2016;f;191;0.005246244;29;-4
Olivia;2017;f;217;0.006013746;23;6
Olivia;2018;f;227;0.0062105;23;0
Olivia;2019;f;241;0.006703196;16;7
Olivia;2020;f;239;0.006701999;13;3
Olivia;2021;f;279;0.007458896;8;5
Olivia;2022;f;230;0.006430329;10;-2
Olympe;2000;f;1;3.33E-05;1166;
Olympe;2002;f;1;3.55E-05;1216;
Olympe;2008;f;1;3.27E-05;1459;
Olympe;2009;f;1;3.19E-05;1551;-92
Olympe;2010;f;1;3.07E-05;1591;-40
Olympe;2013;f;1;2.98E-05;1733;
Olympe;2014;f;2;5.74E-05;1480;253
Olympe;2015;f;2;5.62E-05;1480;0
Olympe;2016;f;2;5.49E-05;1546;-66
Olympe;2017;f;2;5.54E-05;1568;-22
Olympe;2018;f;1;2.74E-05;1882;-314
Olympe;2019;f;2;5.56E-05;1606;276
Olympe;2020;f;9;0.000252377;701;905
Olympe;2021;f;6;0.000160406;983;-282
Olympe;2022;f;3;8.39E-05;1431;-448
Olympia;2001;f;2;7.08E-05;948;
Olympia;2004;f;2;6.92E-05;1103;
Olympia;2005;f;3;0.000103795;971;132
Olympia;2006;f;1;3.44E-05;1435;-464
Olympia;2008;f;1;3.27E-05;1459;
